Zip Code,Performance Category,Actual ACP Enrollment,Predicted ACP enrollment,Claimed ACP subscribers,Total Support (in dollars),Total Households,Eligible Households,Wireline Broadband,Cellular Data Only,No Computer,"Income $15,000 or less",Rent Burdened,Population Age 65+,Share of population foreign born,State Code
63620,HIGH,75,55,47,1710,367,207,39%,26%,9%,14%,18%,11%,0%,29
63626,HIGH,45,40,32,1560,455,250,0%,47%,22%,0%,100%,14%,2%,29
63627,HIGH,52,36,38,1420,1184,455,32%,23%,7%,3%,60%,15%,1%,29
63628,HIGH,1136,820,937,30293,5022,2314,56%,20%,10%,12%,49%,16%,2%,29
63630,HIGH,359,253,256,8835,1266,826,49%,18%,11%,14%,65%,10%,0%,29
63633,HIGH,25,21,16,480,235,105,57%,6%,27%,10%,19%,19%,0%,29
63640,HIGH,2186,1393,1911,58846,9865,4672,60%,15%,10%,10%,45%,19%,3%,29
63648,HIGH,86,69,48,1640,505,368,41%,22%,10%,12%,54%,16%,0%,29
63653,HIGH,175,124,152,4650,492,353,75%,14%,4%,24%,53%,7%,0%,29
63654,HIGH,27,20,18,640,283,159,22%,21%,4%,17%,25%,32%,1%,29
63655,HIGH,71,49,41,1530,503,296,22%,19%,14%,14%,26%,23%,0%,29
63660,HIGH,248,195,152,5860,1024,721,35%,19%,12%,13%,58%,12%,1%,29
63664,HIGH,672,534,494,16625,3300,1647,42%,19%,15%,13%,36%,21%,0%,29
63673,HIGH,45,32,36,1065,741,275,24%,34%,14%,9%,29%,17%,0%,29
63736,HIGH,166,114,144,5145,1548,713,51%,21%,7%,8%,32%,17%,0%,29
63764,HIGH,199,164,109,4440,1663,809,23%,33%,14%,18%,53%,21%,0%,29
63830,HIGH,839,738,668,20960,2477,1649,46%,21%,18%,22%,48%,16%,1%,29
63834,HIGH,730,557,652,20633,1686,1209,62%,18%,15%,24%,53%,15%,1%,29
63841,HIGH,768,667,568,18995,5454,2792,60%,14%,11%,9%,34%,20%,0%,29
63845,HIGH,663,447,585,17609,2276,1457,65%,9%,22%,17%,44%,21%,2%,29
63848,HIGH,84,68,66,2280,407,255,54%,10%,20%,18%,64%,23%,2%,29
63851,HIGH,510,443,382,12160,1361,1150,51%,21%,16%,25%,59%,15%,1%,29
63857,HIGH,1208,1014,910,33219,4781,2693,74%,10%,12%,16%,29%,19%,2%,29
63863,HIGH,453,400,312,10920,2179,1395,44%,14%,17%,16%,53%,17%,2%,29
63873,HIGH,458,317,366,13940,1626,937,60%,14%,11%,18%,50%,18%,2%,29
63879,HIGH,41,35,26,880,316,206,56%,21%,13%,8%,30%,17%,0%,29
63933,HIGH,245,181,179,6430,1230,850,54%,10%,11%,14%,47%,20%,1%,29
63935,HIGH,739,480,599,20341,2942,1921,60%,9%,15%,18%,49%,21%,1%,29
63939,HIGH,86,59,69,2152,392,291,43%,7%,24%,23%,71%,12%,0%,29
63942,HIGH,41,30,27,1010,201,134,26%,10%,23%,28%,25%,29%,0%,29
63944,HIGH,87,72,63,1986,582,313,24%,25%,19%,17%,20%,19%,0%,29
63954,HIGH,71,47,57,1840,299,180,46%,22%,19%,20%,42%,17%,0%,29
63956,HIGH,34,26,28,1031,292,146,44%,9%,24%,12%,15%,30%,0%,29
63957,HIGH,415,330,328,10510,2096,1449,53%,15%,19%,15%,39%,23%,1%,29
63967,HIGH,82,68,66,2365,636,374,43%,19%,10%,5%,21%,24%,0%,29
64012,HIGH,1690,1041,1519,47549,11250,4032,69%,14%,4%,4%,38%,18%,1%,29
64034,HIGH,60,44,21,730,3265,251,87%,7%,1%,1%,14%,16%,1%,29
64054,HIGH,232,173,121,4630,1096,519,68%,15%,6%,10%,63%,14%,3%,29
64061,HIGH,39,27,18,940,1124,288,49%,16%,9%,3%,17%,19%,1%,29
64068,HIGH,1262,968,1116,34751,13467,3792,79%,9%,4%,6%,45%,14%,3%,29
64082,HIGH,91,77,49,1547,6161,473,91%,3%,2%,1%,41%,12%,3%,29
64089,HIGH,253,169,230,7035,5021,514,71%,9%,3%,3%,19%,13%,1%,29
64093,HIGH,1796,1133,1623,49997,10802,4701,75%,10%,2%,10%,48%,12%,3%,29
64109,HIGH,1577,1353,1280,45122,4519,2719,60%,18%,11%,25%,58%,9%,8%,29
64117,HIGH,1154,1036,1017,31467,6422,3041,67%,11%,10%,12%,44%,15%,11%,29
64123,HIGH,1158,950,1002,33028,3918,2658,56%,17%,11%,14%,46%,7%,32%,29
64124,HIGH,1600,1050,1409,45771,3692,2835,53%,25%,13%,23%,54%,8%,31%,29
64125,HIGH,340,222,307,10099,665,604,47%,37%,9%,22%,64%,5%,14%,29
64126,HIGH,1000,688,863,29181,2083,1893,41%,37%,6%,30%,62%,11%,29%,29
64128,HIGH,2538,1992,2163,74591,5056,3948,47%,21%,14%,24%,64%,17%,5%,29
64130,HIGH,4367,3184,3731,126330,8559,5697,49%,21%,19%,21%,53%,19%,4%,29
64131,HIGH,2188,1925,1883,64379,9735,4112,72%,12%,6%,10%,50%,16%,4%,29
64132,HIGH,2549,1918,2184,75749,5112,3599,59%,17%,13%,23%,55%,13%,4%,29
64139,HIGH,19,16,15,550,829,85,88%,0%,0%,0%,25%,12%,1%,29
64150,HIGH,393,258,358,10739,1820,1072,76%,7%,7%,11%,47%,14%,12%,29
64152,HIGH,569,507,520,15919,11802,1964,82%,10%,4%,3%,36%,15%,4%,29
64158,HIGH,182,116,162,4740,2374,425,80%,10%,1%,3%,44%,7%,8%,29
64424,HIGH,193,161,158,5040,1514,795,58%,16%,11%,16%,57%,25%,3%,29
64431,HIGH,6,4,4,120,154,35,57%,16%,18%,14%,21%,28%,2%,29
64448,HIGH,14,11,9,270,440,146,50%,24%,15%,6%,45%,29%,0%,29
64471,HIGH,22,15,18,540,187,93,40%,27%,9%,14%,39%,17%,0%,29
64481,HIGH,41,33,35,1050,344,176,49%,24%,16%,8%,20%,17%,0%,29
64491,HIGH,50,40,37,1210,798,327,60%,14%,14%,11%,24%,26%,0%,29
64624,HIGH,26,18,10,300,601,208,47%,16%,14%,5%,18%,29%,0%,29
64633,HIGH,165,146,97,3465,1774,840,59%,9%,10%,7%,41%,21%,1%,29
64635,HIGH,9,8,6,180,176,68,56%,8%,11%,7%,30%,21%,1%,29
64640,HIGH,100,88,87,2692,1206,602,49%,23%,9%,11%,38%,22%,0%,29
64651,HIGH,18,13,9,370,196,60,51%,23%,16%,12%,20%,27%,0%,29
64653,HIGH,9,7,6,180,259,73,56%,10%,19%,4%,0%,25%,0%,29
64659,HIGH,8,7,7,210,369,118,67%,6%,8%,4%,1%,17%,0%,29
64728,HIGH,11,8,9,370,163,73,37%,29%,10%,8%,54%,25%,0%,29
64739,HIGH,10,9,7,210,338,74,56%,19%,11%,7%,52%,16%,0%,29
64740,HIGH,50,43,36,1465,740,303,16%,34%,14%,12%,48%,28%,0%,29
64755,HIGH,63,51,48,1740,873,279,54%,26%,3%,5%,23%,15%,1%,29
64756,HIGH,31,23,13,490,283,174,21%,23%,13%,12%,29%,18%,1%,29
64772,HIGH,750,562,526,17541,5437,2436,54%,21%,6%,9%,48%,20%,1%,29
64832,HIGH,18,13,12,360,455,175,29%,42%,2%,13%,36%,27%,1%,29
64834,HIGH,320,213,261,8790,3510,899,62%,18%,6%,7%,59%,15%,3%,29
64848,HIGH,16,13,13,390,197,66,15%,16%,8%,10%,21%,9%,0%,29
64855,HIGH,65,58,54,1670,988,278,66%,18%,4%,6%,43%,12%,0%,29
64866,HIGH,46,39,34,1020,389,209,41%,22%,8%,12%,36%,22%,4%,29
65020,HIGH,832,539,732,22499,5320,2043,54%,15%,6%,13%,52%,23%,2%,29
65026,HIGH,832,638,748,22965,4746,2308,37%,27%,8%,18%,31%,19%,0%,29
65043,HIGH,247,201,194,6820,3705,1138,75%,11%,4%,5%,38%,15%,3%,29
65046,HIGH,17,15,11,430,578,148,68%,7%,10%,6%,30%,19%,0%,29
65065,HIGH,335,255,298,9069,2671,1299,74%,13%,3%,12%,28%,27%,6%,29
65072,HIGH,77,66,65,1945,721,305,36%,32%,6%,17%,75%,21%,1%,29
65079,HIGH,153,108,122,3900,1978,709,72%,11%,5%,11%,32%,42%,2%,29
65082,HIGH,30,19,27,1010,388,144,35%,18%,11%,4%,10%,23%,0%,29
65231,HIGH,127,97,103,3320,1166,567,65%,13%,11%,4%,19%,15%,0%,29
65236,HIGH,55,36,27,1210,485,205,45%,19%,22%,19%,31%,26%,0%,29
65251,HIGH,1295,907,1143,35588,7148,2287,69%,10%,9%,8%,41%,16%,2%,29
65256,HIGH,31,24,22,786,733,150,72%,8%,4%,9%,46%,21%,0%,29
65259,HIGH,125,82,109,3425,977,375,63%,12%,12%,9%,38%,17%,0%,29
65270,HIGH,1463,1023,1260,40410,6067,3106,63%,13%,12%,12%,44%,16%,2%,29
65274,HIGH,42,35,26,765,641,230,59%,9%,10%,6%,26%,25%,0%,29
65284,HIGH,39,30,23,990,761,166,61%,7%,8%,6%,37%,19%,3%,29
65301,HIGH,3126,1975,2731,85519,13513,7092,62%,13%,9%,11%,48%,17%,7%,29
65321,HIGH,5,3,2,160,150,48,57%,6%,14%,9%,26%,26%,3%,29
65323,HIGH,33,21,25,735,333,179,27%,17%,13%,6%,27%,18%,0%,29
65324,HIGH,35,32,29,970,572,234,29%,13%,24%,13%,44%,45%,0%,29
65332,HIGH,39,30,25,950,595,213,42%,10%,19%,4%,40%,21%,3%,29
65333,HIGH,9,6,5,150,289,89,35%,9%,18%,7%,62%,24%,0%,29
65334,HIGH,11,8,6,180,456,140,49%,16%,9%,6%,0%,17%,8%,29
65336,HIGH,323,215,297,8960,2576,1055,61%,19%,4%,5%,37%,9%,5%,29
65441,HIGH,356,266,284,9405,2142,1042,46%,14%,14%,15%,28%,19%,2%,29
65453,HIGH,747,600,608,19264,3317,1826,55%,10%,14%,17%,52%,17%,1%,29
65559,HIGH,663,444,572,17589,3320,1742,56%,24%,6%,14%,53%,16%,1%,29
65565,HIGH,382,275,323,10785,2090,990,49%,12%,17%,14%,47%,27%,0%,29
65588,HIGH,107,83,75,2450,839,483,42%,14%,12%,12%,35%,28%,1%,29
65591,HIGH,69,42,60,1990,468,282,29%,19%,4%,8%,43%,10%,1%,29
65601,HIGH,27,18,18,740,264,122,3%,49%,11%,9%,50%,25%,0%,29
65606,HIGH,153,124,85,3147,1030,672,31%,24%,21%,19%,56%,26%,0%,29
65617,HIGH,69,54,59,2070,586,360,26%,33%,2%,7%,0%,13%,12%,29
65633,HIGH,149,133,79,3070,1204,694,43%,27%,10%,7%,62%,13%,1%,29
65638,HIGH,12,10,11,630,254,137,33%,19%,11%,13%,0%,32%,6%,29
65656,HIGH,123,93,57,2260,1612,619,41%,30%,5%,14%,47%,29%,0%,29
65662,HIGH,42,31,30,1100,398,239,33%,12%,19%,16%,100%,21%,1%,29
65710,HIGH,43,37,33,1181,443,142,47%,22%,13%,10%,25%,18%,0%,29
65717,HIGH,124,104,106,3630,799,419,34%,32%,16%,13%,34%,15%,1%,29
65722,HIGH,51,34,29,1220,415,186,27%,53%,0%,16%,9%,19%,3%,29
65740,HIGH,260,175,130,4390,1268,747,63%,19%,5%,7%,31%,17%,1%,29
66002,HIGH,453,395,340,10890,4632,2016,56%,18%,11%,10%,43%,15%,3%,20
66012,HIGH,344,275,296,9091,3660,1031,68%,16%,4%,5%,38%,18%,5%,20
66043,HIGH,318,263,298,9065,3066,628,84%,7%,5%,3%,25%,12%,5%,20
66048,HIGH,2127,1661,1867,57981,14077,5225,67%,15%,7%,9%,38%,16%,2%,20
66050,HIGH,35,27,30,880,784,271,40%,17%,6%,4%,51%,16%,0%,20
66070,HIGH,28,24,14,520,773,119,66%,10%,9%,4%,0%,20%,1%,20
66071,HIGH,148,133,73,2420,5322,1022,43%,16%,8%,5%,36%,20%,2%,20
66092,HIGH,57,39,41,1200,1534,275,52%,15%,6%,6%,49%,15%,1%,20
66202,HIGH,654,498,608,18394,8474,2495,81%,9%,4%,8%,38%,16%,9%,20
66203,HIGH,724,581,636,18853,7881,2623,82%,5%,4%,7%,46%,17%,8%,20
66214,HIGH,483,388,434,12874,5181,1658,80%,8%,4%,5%,34%,14%,10%,20
66402,HIGH,39,28,33,1090,1145,220,58%,17%,7%,6%,31%,14%,4%,20
66403,HIGH,10,8,8,240,272,45,63%,10%,25%,2%,30%,19%,1%,20
66411,HIGH,24,21,17,610,525,155,62%,17%,12%,7%,26%,25%,0%,20
66414,HIGH,64,56,37,1180,994,305,61%,14%,4%,8%,70%,21%,1%,20
66423,HIGH,15,13,12,460,337,104,48%,5%,19%,7%,66%,18%,1%,20
66425,HIGH,6,5,4,220,252,84,73%,6%,8%,10%,15%,33%,1%,20
66451,HIGH,24,17,14,620,583,179,58%,22%,7%,4%,48%,17%,0%,20
66509,HIGH,82,50,69,3480,1002,333,42%,22%,6%,6%,25%,21%,1%,20
66512,HIGH,83,52,68,2420,1124,216,59%,7%,3%,8%,30%,23%,2%,20
66532,HIGH,17,11,14,401,226,121,71%,11%,11%,8%,92%,16%,0%,20
66603,HIGH,223,178,179,5610,636,611,43%,16%,30%,24%,41%,12%,4%,20
66604,HIGH,1433,1273,1201,37184,10029,4493,66%,11%,10%,11%,47%,19%,4%,20
66605,HIGH,1456,1234,1175,37284,7926,3551,67%,14%,7%,11%,35%,14%,7%,20
66606,HIGH,697,612,578,17983,4769,2075,63%,8%,11%,16%,48%,17%,4%,20
66609,HIGH,397,249,348,10846,2929,1012,64%,15%,6%,7%,26%,19%,3%,20
66612,HIGH,438,376,339,11005,1283,1100,37%,20%,24%,29%,54%,15%,13%,20
66614,HIGH,1042,801,889,27815,14567,4102,69%,9%,7%,7%,46%,22%,4%,20
66617,HIGH,170,133,146,4550,3338,855,69%,10%,4%,3%,59%,15%,1%,20
66748,HIGH,117,88,97,3130,1135,465,50%,12%,9%,12%,58%,23%,1%,20
66763,HIGH,160,116,150,5780,1326,526,72%,5%,12%,10%,51%,15%,0%,20
66771,HIGH,14,11,10,300,368,66,57%,6%,23%,4%,13%,18%,7%,20
66780,HIGH,6,5,1,130,205,63,26%,36%,9%,7%,100%,30%,0%,20
66845,HIGH,13,11,7,210,451,179,49%,9%,10%,5%,15%,24%,2%,20
67002,HIGH,284,195,247,7547,5382,964,76%,10%,3%,8%,38%,12%,7%,20
67005,HIGH,933,751,792,25589,6059,3025,63%,12%,12%,9%,35%,18%,5%,20
67010,HIGH,510,356,444,14240,5578,1999,59%,13%,7%,8%,54%,18%,1%,20
67017,HIGH,28,24,27,910,681,253,64%,7%,6%,1%,60%,15%,7%,20
67019,HIGH,23,18,13,351,333,149,56%,16%,6%,4%,45%,16%,0%,20
67025,HIGH,62,55,54,1700,1261,355,53%,14%,8%,5%,30%,15%,0%,20
67026,HIGH,69,59,49,1470,1655,381,72%,6%,5%,5%,38%,18%,2%,20
67037,HIGH,641,532,560,16750,11389,2478,79%,9%,3%,5%,39%,15%,3%,20
67052,HIGH,168,109,145,4663,2654,476,73%,9%,5%,3%,46%,9%,1%,20
67060,HIGH,592,482,503,15384,5230,1339,78%,10%,7%,4%,28%,14%,3%,20
67062,HIGH,79,61,72,2140,1731,465,64%,4%,8%,10%,28%,23%,2%,20
67063,HIGH,44,38,27,810,1285,493,59%,15%,9%,4%,26%,19%,2%,20
67070,HIGH,13,10,4,320,391,160,78%,10%,7%,12%,21%,28%,1%,20
67074,HIGH,42,32,26,780,539,166,33%,18%,16%,6%,36%,23%,0%,20
67101,HIGH,170,150,146,4480,2522,1001,67%,13%,7%,8%,35%,16%,5%,20
67114,HIGH,1056,682,890,27498,8183,3352,64%,13%,6%,6%,39%,18%,3%,20
67124,HIGH,349,218,264,7910,3038,1283,73%,8%,5%,8%,30%,19%,2%,20
67144,HIGH,73,62,59,1780,980,326,73%,8%,3%,3%,24%,14%,1%,20
67156,HIGH,811,607,693,21105,5132,2299,64%,13%,9%,13%,45%,19%,4%,20
67205,HIGH,238,158,208,6260,6825,1223,90%,5%,2%,2%,36%,13%,3%,20
67207,HIGH,1579,1347,1360,42809,11072,4252,75%,14%,4%,9%,35%,13%,15%,20
67208,HIGH,1203,1073,1024,31760,7213,3508,75%,11%,3%,11%,42%,12%,6%,20
67209,HIGH,411,288,332,10230,5085,1432,79%,8%,4%,5%,34%,15%,5%,20
67210,HIGH,661,594,531,16454,3097,1705,69%,12%,6%,16%,50%,11%,20%,20
67211,HIGH,2026,1788,1668,53598,8022,5545,63%,18%,6%,17%,50%,12%,13%,20
67213,HIGH,2030,1779,1659,52213,8579,5491,52%,24%,11%,18%,50%,13%,10%,20
67216,HIGH,2141,1897,1785,56172,8516,5886,63%,15%,9%,15%,46%,15%,13%,20
67217,HIGH,2298,2054,1977,61608,11926,5801,69%,13%,8%,10%,37%,12%,6%,20
67226,HIGH,589,483,523,16171,8241,2532,83%,8%,2%,6%,41%,15%,10%,20
67301,HIGH,602,437,473,15725,5268,2630,58%,18%,10%,8%,43%,18%,0%,20
67335,HIGH,220,144,201,6320,1309,720,47%,18%,6%,10%,38%,16%,0%,20
67336,HIGH,101,70,78,2365,561,330,43%,13%,17%,14%,57%,26%,0%,20
67337,HIGH,829,732,709,24564,4491,2817,54%,12%,16%,18%,45%,18%,3%,20
67352,HIGH,28,23,23,790,227,116,72%,5%,11%,9%,25%,27%,0%,20
67357,HIGH,642,553,504,15880,4793,2454,61%,11%,8%,11%,47%,20%,0%,20
67401,HIGH,2925,2526,2635,82161,20683,8472,68%,13%,9%,12%,49%,18%,5%,20
67420,HIGH,91,76,73,2163,1652,698,66%,17%,6%,9%,24%,22%,1%,20
67436,HIGH,15,14,14,596,218,78,55%,15%,18%,12%,44%,19%,2%,20
67460,HIGH,539,461,476,14461,6943,2488,68%,13%,8%,10%,45%,17%,4%,20
67466,HIGH,19,17,12,460,309,123,57%,8%,18%,11%,43%,19%,0%,20
67470,HIGH,13,11,11,330,233,95,25%,42%,5%,6%,0%,19%,0%,20
67501,HIGH,2491,1634,2223,69768,9336,5378,62%,17%,8%,15%,44%,14%,3%,20
67502,HIGH,761,467,681,21410,9929,2796,74%,11%,7%,7%,47%,23%,1%,20
67505,HIGH,203,131,174,5252,1376,687,55%,13%,13%,15%,55%,28%,3%,20
67530,HIGH,922,768,797,24140,7118,3644,67%,10%,9%,9%,37%,19%,8%,20
67543,HIGH,31,28,28,840,902,277,38%,39%,8%,10%,11%,23%,0%,20
67544,HIGH,151,116,135,4260,1241,524,66%,9%,11%,14%,39%,17%,1%,20
67547,HIGH,80,64,66,1940,710,345,63%,22%,10%,9%,36%,17%,8%,20
67550,HIGH,225,146,191,6290,2070,795,67%,9%,9%,11%,34%,22%,2%,20
67561,HIGH,69,59,56,2032,527,310,49%,15%,7%,12%,31%,17%,0%,20
67566,HIGH,16,12,13,490,477,366,13%,6%,4%,0%,56%,51%,2%,20
67578,HIGH,46,29,34,1020,445,199,53%,15%,10%,15%,38%,31%,3%,20
67648,HIGH,8,7,6,180,259,103,39%,38%,12%,8%,14%,40%,1%,20
67663,HIGH,28,21,18,711,1016,312,71%,9%,9%,5%,21%,17%,1%,20
67731,HIGH,17,11,6,280,334,184,36%,14%,9%,16%,35%,18%,4%,20
67752,HIGH,13,9,6,230,654,226,61%,9%,13%,7%,21%,24%,2%,20
67870,HIGH,12,8,11,330,455,181,52%,30%,3%,7%,24%,16%,20%,20
68003,HIGH,133,99,129,3801,1963,411,66%,15%,6%,7%,37%,20%,1%,31
68025,HIGH,1712,1385,1610,48903,12214,4640,69%,11%,8%,10%,39%,19%,7%,31
68048,HIGH,444,393,418,12514,5117,1810,69%,7%,7%,6%,49%,16%,1%,31
68064,HIGH,124,108,115,3560,1764,439,71%,11%,13%,11%,41%,21%,0%,31
68102,HIGH,940,648,858,27230,4840,2219,79%,6%,5%,13%,35%,6%,10%,31
68106,HIGH,844,754,758,22589,10117,2916,82%,6%,6%,7%,39%,15%,10%,31
68110,HIGH,1462,1092,1365,41816,3163,2569,56%,21%,16%,24%,60%,11%,20%,31
68111,HIGH,3752,3182,3483,105261,8490,7452,54%,23%,14%,24%,63%,10%,13%,31
68114,HIGH,718,525,652,20465,8054,2532,77%,9%,7%,7%,47%,20%,7%,31
68116,HIGH,431,290,397,12355,12354,1618,87%,5%,3%,3%,38%,11%,8%,31
68122,HIGH,544,427,503,15211,4380,803,88%,5%,3%,6%,64%,9%,12%,31
68123,HIGH,618,460,565,17270,11956,2819,86%,7%,1%,1%,38%,10%,7%,31
68124,HIGH,488,331,454,13870,6590,1813,78%,7%,8%,8%,49%,23%,6%,31
68131,HIGH,1289,1135,1185,36463,6109,3681,72%,16%,7%,16%,53%,9%,18%,31
68132,HIGH,719,487,664,20441,6063,2065,81%,12%,3%,9%,37%,12%,11%,31
68142,HIGH,91,81,82,2740,1932,430,81%,10%,2%,6%,54%,10%,6%,31
68144,HIGH,552,481,497,14824,10564,2076,81%,8%,3%,6%,51%,17%,5%,31
68152,HIGH,310,220,287,9010,2794,659,69%,10%,11%,5%,57%,22%,3%,31
68310,HIGH,1121,710,1077,32111,6160,2986,64%,11%,16%,14%,42%,22%,2%,31
68333,HIGH,411,371,400,11892,3002,1494,53%,17%,7%,12%,56%,15%,23%,31
68337,HIGH,11,7,11,330,156,57,56%,22%,4%,17%,75%,24%,0%,31
68346,HIGH,5,4,5,150,198,42,41%,22%,16%,5%,24%,19%,5%,31
68349,HIGH,10,6,9,255,465,104,58%,3%,10%,5%,30%,23%,0%,31
68351,HIGH,12,8,11,302,364,110,60%,20%,9%,8%,20%,21%,1%,31
68355,HIGH,298,270,283,8299,2285,1167,74%,4%,21%,16%,28%,22%,1%,31
68359,HIGH,16,11,13,481,604,182,71%,5%,10%,7%,37%,17%,3%,31
68370,HIGH,46,31,42,1239,794,281,55%,19%,13%,9%,14%,30%,1%,31
68410,HIGH,425,318,399,11893,3367,1323,70%,10%,5%,11%,22%,18%,9%,31
68415,HIGH,9,8,8,240,229,69,66%,12%,4%,6%,20%,19%,0%,31
68420,HIGH,84,59,78,2490,496,292,58%,12%,28%,13%,25%,26%,2%,31
68428,HIGH,12,8,10,300,498,163,57%,17%,0%,1%,84%,13%,2%,31
68434,HIGH,220,156,206,6086,3222,929,72%,10%,9%,7%,43%,17%,1%,31
68450,HIGH,124,99,118,3590,925,388,57%,16%,14%,6%,36%,15%,7%,31
68466,HIGH,92,57,87,2584,678,258,60%,14%,12%,12%,31%,20%,1%,31
68467,HIGH,468,329,430,12869,3819,1201,74%,12%,10%,7%,22%,20%,1%,31
68502,HIGH,2054,1604,1958,59537,11476,5562,76%,11%,4%,11%,43%,12%,11%,31
68503,HIGH,1887,1318,1790,54201,6311,4712,76%,10%,7%,17%,53%,8%,21%,31
68504,HIGH,1712,1044,1633,49119,7843,4418,73%,11%,7%,11%,40%,11%,9%,31
68506,HIGH,1009,765,985,29403,12703,3661,81%,5%,7%,8%,47%,22%,6%,31
68507,HIGH,813,539,775,23266,6511,2047,81%,7%,6%,6%,45%,19%,3%,31
68508,HIGH,1596,1234,1540,46611,5580,4898,62%,14%,6%,25%,52%,3%,16%,31
68521,HIGH,2303,1529,2179,65628,14582,6495,81%,9%,4%,8%,54%,10%,13%,31
68522,HIGH,609,434,589,17700,4275,1680,81%,10%,2%,3%,47%,7%,17%,31
68528,HIGH,288,199,282,8342,2458,902,86%,7%,3%,7%,32%,9%,8%,31
68601,HIGH,1384,990,1334,40210,11640,4422,68%,11%,8%,6%,37%,17%,13%,31
68620,HIGH,23,21,18,540,1169,306,56%,21%,8%,9%,32%,21%,1%,31
68635,HIGH,6,5,4,120,223,41,47%,22%,14%,9%,19%,16%,2%,31
68666,HIGH,21,15,20,600,567,156,59%,12%,14%,7%,36%,27%,2%,31
68786,HIGH,5,3,4,120,347,73,74%,7%,5%,4%,11%,24%,2%,31
68791,HIGH,19,17,12,360,762,170,62%,12%,10%,4%,20%,20%,2%,31
68801,HIGH,2023,1539,1932,57686,10900,5426,64%,16%,8%,9%,38%,12%,21%,31
68803,HIGH,1293,1040,1219,36177,10484,3846,71%,10%,9%,10%,46%,19%,10%,31
68824,HIGH,27,21,26,846,615,169,59%,17%,5%,4%,17%,13%,1%,31
68850,HIGH,626,531,604,17904,3927,1955,54%,17%,11%,7%,39%,10%,39%,31
68864,HIGH,8,6,8,240,418,164,45%,27%,6%,3%,30%,18%,0%,31
68883,HIGH,51,45,50,1470,935,306,46%,26%,5%,4%,38%,19%,6%,31
68901,HIGH,1600,1144,1519,45553,10708,4489,69%,9%,8%,12%,47%,18%,7%,31
68930,HIGH,20,15,19,570,570,172,74%,11%,5%,8%,45%,20%,0%,31
68938,HIGH,14,9,13,490,233,82,58%,18%,9%,11%,12%,25%,0%,31
68959,HIGH,122,107,116,3370,1563,696,65%,13%,11%,9%,38%,23%,6%,31
68979,HIGH,20,14,18,540,719,170,61%,14%,7%,10%,47%,21%,4%,31
68980,HIGH,3,2,2,60,161,27,75%,7%,14%,3%,0%,13%,0%,31
69130,HIGH,258,185,250,7405,2133,838,65%,14%,9%,10%,38%,26%,9%,31
69138,HIGH,148,98,134,3949,1650,605,65%,11%,11%,8%,32%,18%,2%,31
69162,HIGH,444,295,418,12499,3244,1530,67%,14%,8%,10%,32%,19%,2%,31
69357,HIGH,166,109,154,4640,1507,494,56%,13%,10%,14%,51%,19%,6%,31
69361,HIGH,1138,800,1089,32813,7170,3287,65%,11%,11%,12%,44%,20%,4%,31
70002,HIGH,1008,803,822,25991,8463,2814,74%,15%,5%,8%,51%,21%,16%,22
70039,HIGH,328,212,266,10220,806,300,72%,0%,17%,5%,33%,15%,3%,22
70041,HIGH,323,282,260,9200,1062,706,33%,33%,11%,18%,80%,17%,15%,22
70049,HIGH,253,188,174,6720,507,249,63%,3%,5%,21%,62%,32%,1%,22
70052,HIGH,314,266,251,7920,1056,407,74%,10%,10%,8%,52%,12%,1%,22
70062,HIGH,1983,1735,1532,59178,6152,3846,51%,19%,14%,17%,56%,16%,20%,22
70072,HIGH,6333,5646,4789,182519,20586,10678,67%,11%,8%,14%,58%,16%,9%,22
70075,HIGH,364,309,277,9530,1721,687,67%,7%,9%,8%,93%,11%,3%,22
70083,HIGH,331,268,280,10000,753,481,38%,32%,17%,19%,68%,14%,1%,22
70085,HIGH,575,430,451,15439,1569,1148,59%,15%,10%,15%,66%,15%,1%,22
70092,HIGH,1054,752,809,29946,2508,1434,57%,13%,11%,13%,60%,12%,2%,22
70112,HIGH,1175,785,905,35188,2205,1760,50%,29%,8%,33%,70%,10%,6%,22
70113,HIGH,2054,1725,1596,62007,3748,3091,41%,27%,22%,38%,52%,14%,10%,22
70116,HIGH,1858,1623,1515,56169,5730,3734,64%,15%,11%,18%,59%,21%,5%,22
70117,HIGH,5734,4640,4562,173432,12145,8723,59%,18%,11%,27%,66%,15%,4%,22
70129,HIGH,1278,1076,1019,36020,3067,1958,57%,21%,6%,26%,57%,17%,28%,22
70301,HIGH,4718,3823,4079,133227,17614,7731,69%,10%,12%,12%,54%,16%,1%,22
70343,HIGH,343,223,311,9787,1839,587,70%,6%,7%,4%,19%,21%,1%,22
70344,HIGH,850,529,762,23909,2138,1109,69%,3%,14%,15%,49%,17%,1%,22
70360,HIGH,2542,2006,1972,65825,11213,3728,73%,9%,9%,10%,51%,15%,3%,22
70363,HIGH,4020,2918,3361,112175,9433,6524,71%,8%,13%,15%,60%,14%,3%,22
70364,HIGH,3386,2176,2671,90478,10680,4119,70%,9%,9%,13%,42%,12%,2%,22
70372,HIGH,309,206,281,9110,954,596,66%,11%,15%,10%,45%,26%,0%,22
70392,HIGH,1202,783,976,32333,2909,1509,69%,15%,9%,13%,53%,14%,1%,22
70395,HIGH,380,288,281,9610,1641,567,70%,6%,4%,9%,33%,14%,1%,22
70401,HIGH,2979,2000,2559,81527,7632,5177,75%,12%,5%,16%,62%,12%,4%,22
